Total Addresses,Total NetAmount,Average NetAmount,Total Interactions,Average Interactions,Unique Methods,Average Interaction Duration,Median Interaction Duration
647,-3979884068.6822815,-6151289.13243011,3010,4.652241112828439,22,5 days 01:06:42.584234930,0 days 00:10:48
