,0,1,19,20,2,7,4,10,12,3,5,11,6,8,9,13,14,15,16,17,18,21
0,0.19933554817275745,0.0664451827242525,26.843853820598007,0.19933554817275745,14.950166112956811,13.2890365448505,4.850498338870432,5.980066445182724,0.4983388704318937,3.4551495016611296,2.1594684385382057,0.5980066445182725,0.16611295681063123,13.35548172757475,0.53156146179402,0.03322259136212625,0.03322259136212625,0.16611295681063123,0.0664451827242525,0.09966777408637872,0.03322259136212625,12.425249169435217
