"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","Quantity","Method"
"0x6aaffcb25719f4db78c2e1f344852686148feeb361963085276cac05fc96b3e1","19978531","1717022171","2024-05-29 22:36:11","WETHContract","0x40d3e083b385546e55da7e2b767c64cdeea7eaad","97,000,000","IUniswapV2Factory"
"0xee56bd0203023655006fce5c6c6c2a602f2ab730182a4fa51c26301bf8585d27","19978531","1717022171","2024-05-29 22:36:11","WETHContract","0x94243f79880c9e9f68e77bad5786d7ed52a5bcb1","92,264,188.15090264","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x191d6ea7b7ca3994e91626f8745209b6f2afc513705487a84c4c7a2337527365","19978531","1717022171","2024-05-29 22:36:11","0x81fa4603d7b9d687fbea0eec0c7ce35f2ea038b5","WETHContract","94,334,490.215855767","-"
"0x572c728313fe3ee6800f42e2e79fc44ec49ee9c8293a593e8f10726987987658","19978531","1717022171","2024-05-29 22:36:11","WETHContract","0x7673e87a4aec2dbf5775920b1d5e752007eba87d","92,250,149.856929765","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x480106ae11aa25cb528a66467ac14c7e8a07bf16da9589552066260228215998","19978531","1717022171","2024-05-29 22:36:11","0x7b9b058346741e2b2e58478cea7ac3cccd5beeb3","WETHContract","77,982,722.289650734","-"
"0x67362b1c01cd883010b62f18c8f42b07109e8091b63cf9036870dcf3829b0cc0","19978531","1717022171","2024-05-29 22:36:11","WETHContract","0x5af384fd7a7399675b5a299d6906da34b9564049","15,118,982.749345407","-"
"0x675df87c455b8ff6d2a4f10ef30be18c253af42df59b3fed52d74ea6301010b0","19978531","1717022171","2024-05-29 22:36:11","WETHContract","0xb899912e41a03c188cfef3b5027fd005c12d767c","91,736,881.353769731","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x902d07337adf0d805032fb181862e19418a157a0a6d0b8c14a8031fcd1ea031d","19978531","1717022171","2024-05-29 22:36:11","0xfcaaae0c322be427d4cff22d1f5318c12e262975","WETHContract","2,777.818449364","-"
"0x9d7ad166aae4314315c1f28c7b55bc70ae194f5006d9e6a731e2b02d1d4732af","19978531","1717022171","2024-05-29 22:36:11","0x2aa460bce4bd548fe402c8797de1db122fbcd7b6","WETHContract","84,248,177.381993392","-"
"0x60a4480e9dd2ad6d87bd7c568cd34b6e01b09964591ae872e3636da393970a8f","19978531","1717022171","2024-05-29 22:36:11","0xa64b1cf4c10c11998787994a72b1c01b82165022","WETHContract","44,671,236.792127815","-"
"0xc5722e996d10f91a4944a1e0b7635d11fe72008245a93e17bcbd424b66b9b681","19978531","1717022171","2024-05-29 22:36:11","0x13c0f0edf71414f184f8134e2c773fd7ce0293bb","WETHContract","44,292,745.53824489","-"
"0xbb99fe2fbe67e57c4ba752d0a30c35727e27848a37567ec56eea0552f7ffed89","19978531","1717022171","2024-05-29 22:36:11","0x58072eaebb812689705765724a1ffc354e04a2be","WETHContract","41,429,492.314184185","-"
"0x8da6fb5353e130d195dd4658087043491f2a0d11d03e0393a6251ec92464d138","19978531","1717022171","2024-05-29 22:36:11","0x4a9950aec5ba23d765db2c91962ef0ca8009db5b","WETHContract","42,825,510.976598414","-"
"0x990a033ee2d6493df28cd3734478e393857d8c93e3e221c3429408fae967b081","19978531","1717022171","2024-05-29 22:36:11","0x55f5fcb304f1d59750f89fdcdfccd8068a6d71d5","WETHContract","43,550,241.773944641","-"
"0x3ba88c0be5dcaab2842cda44c197a2581f9818af4febe12ba44109ed5d02f394","19978531","1717022171","2024-05-29 22:36:11","0xf0ad38f6dc9d538ed4dc70f4ee158ac3f5952a00","WETHContract","97,000,000","-"
"0x49f7969ff4e5544ba632ec7acbae95295a44ab69b20ef50bac1e3f1d333c4819","19978532","1717022183","2024-05-29 22:36:23","WETHContract","0x912e69e8737b54099abc140a4982ef9b5da07465","94,492,118.440739623","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xa04dcbde5bcebddbe7e6fc45b894684233677bd693d664a4846bc17f7318dcf6","19978532","1717022183","2024-05-29 22:36:23","0x6d0c7c4ce2ce9bb36f4734e71d063effdb7cdc8b","WETHContract","94,371,407.470748433","-"
"0x68cb94127d9ebb8e9290d7e78ae1e1d480911d723e326fc8274c36ea55ed591f","19978532","1717022183","2024-05-29 22:36:23","WETHContract","0xdf839f2d5bbde84d6534e828d2f9ad8923a2d0c5","94,442,679.553771991","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x1c1cbef56700727b86378565640b1bf396e0432cdc7b0b852ac80d888bd582d1","19978532","1717022183","2024-05-29 22:36:23","0x2660d8f260eef09e5be93f11e85f1efa7c4bda1f","WETHContract","94,599,347.130991152","-"
"0xe99ea725d252d1b55673edc90a3ff52dcf0580ec5e64613ef79f7f3dcc402068","19978532","1717022183","2024-05-29 22:36:23","WETHContract","0x7a5af5668646f3eb1524c3428bc8aaa416a13f17","26,398,951.951938945","-"
"0x55e3583b689191e50a9345fb01446b187110be100bf23f3d82e44bddd0c49b66","19978532","1717022183","2024-05-29 22:36:23","0xc31fa516f1376d525edf6f9e01ab34c3fbbd3c23","WETHContract","94,620,404.524202439","-"
"0x14f2cf5de0bf12165c89998d162e1d5d3e7bc522b6de934370dd8f84e9f20ef0","19978532","1717022183","2024-05-29 22:36:23","0xc7ea727095266741e48a949dd14a102d123b4e52","WETHContract","85,517,822.562249849","-"
"0xbc7b12c4aedbe4fe24a6c7797166c4bb9cafb56b703d4fe482e93205e97bcd1a","19978532","1717022183","2024-05-29 22:36:23","0x6c5dc35a9687237bbb386086580f3bfc2bdef320","WETHContract","94,619,332.965967715","-"
"0xf95440c68f53e991d880177fd84885ff8ec7cff8b7851ebc870e56d373f8a721","19978532","1717022183","2024-05-29 22:36:23","0x068ffa6bb53f9a26a8a0350d19ca3450544f0344","WETHContract","94,624,046.184366476","-"
"0xaa58ece83c4e824941e103dc89cc09019a89095ea16917b817ce20925673acab","19978532","1717022183","2024-05-29 22:36:23","0x77ec040154583286586e88bd53de4d466f72514f","WETHContract","94,623,081.986236297","-"
"0x0b8ce6a45287abd50dfc57de10c3a8acefa444f81ee96e814660a94748b1d581","19978532","1717022183","2024-05-29 22:36:23","0x8c5e9266316af38f8889ba2f0299b8ca9e64b4c4","WETHContract","94,623,064.028218826","-"
"0x3c3dec6bc6c4886df5fde03b9827662705013482d76cf96bac13ad9771175313","19978532","1717022183","2024-05-29 22:36:23","0xcfccd1cb7a679f711c83ee5aa86ab1a8f17ce5f9","WETHContract","56,383,460.032280567","Sigma Sell"
"0x1e2b4c7162b0fb887f5b8eb452f6b234154fa5d81bb8b07555ae596e35c4cdf3","19978532","1717022183","2024-05-29 22:36:23","0x4883d497b43e981cffa0c15c0008e0c9413af57a","WETHContract","83,845,628.072963598","-"
"0x655530d5fd3b40976ac80887fab6e562c314a96a308de8cb51be9f92190693a6","19978533","1717022195","2024-05-29 22:36:35","WETHContract","0xbf85ea414b432d5a2d8fac0ec2c9fcc99602407c","97,000,000","IUniswapV2Factory"
"0x8ca19437853f1145c3ccf87600b09a19d0205b2ad85814953770645e614da2bf","19978533","1717022195","2024-05-29 22:36:35","WETHContract","0xa50c08f58801c07be3f050229571d6e31fa466d6","87,363,227.628723941","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xf6f89bad15e2251606564c66eb92deb452d33a92a06dbd88d8fbc13c36ed949f","19978533","1717022195","2024-05-29 22:36:35","0xc1950c51d59a896da027fb4698f58e6d5ce7cbc7","WETHContract","94,396,270.235720386","-"
"0xc2b81b9ef41bb3b7494382b21780cf90a67fd381d8cc4032a18eedbdaa6bde52","19978533","1717022195","2024-05-29 22:36:35","WETHContract","0xdf839f2d5bbde84d6534e828d2f9ad8923a2d0c5","93,603,219.018926642","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xedf1f588ed62d987504d40b0e14c0ba1cc64c3412911f123170ea3e626fb42eb","19978533","1717022195","2024-05-29 22:36:35","0x0dd692f37c21fbaef782cbc9fb7fd1ede6a50937","WETHContract","94,358,341.568319263","-"
"0x9ed28cd257cead0afcf8f0969484c73b636e8512e841345642f7d07eef99cc68","19978533","1717022195","2024-05-29 22:36:35","0xd13552538def5cecc78a20aa2236573f0bee6443","WETHContract","94,354,533.072014635","-"
"0xe459878db378091add1ada3c56459763d6e6e367c956946d9e500dbc001fe203","19978533","1717022195","2024-05-29 22:36:35","0xdda66ad0ff2986686c35197cf8273f8c9245f536","WETHContract","94,356,402.543445952","-"
"0x76b652edda727d79f6695ee01a23266086769178f324363cd7d0250ab81bd9e6","19978533","1717022195","2024-05-29 22:36:35","WETHContract","0x17f8f281f3718d4a578842c9f1208ada826e90aa","97,000,000","IUniswapV2Factory"
"0xf7bb00a6f8b8c9a98d0f9afc252d1127a506ba1c0d67ecacb1db004a798b8bf6","19978533","1717022195","2024-05-29 22:36:35","0xf0d6d3e44314de9ca7f2666ea4f75defd117bdd2","WETHContract","7,560,878.829747043","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0x414197fbeea285bad9bb5ab8d1a66ef61ce4dc469caed74389f9a1b18ac0f790","19978534","1717022207","2024-05-29 22:36:47","0x55558764731a3127b9f334eac78d74d49f894dcb","WETHContract","94,377,276.066412234","-"
"0xe452d5a1eb6272fe71091f1eb410c6d6e06a25f240a6c0584c88c6ac8a2872b4","19978534","1717022207","2024-05-29 22:36:47","0x55552f97ad55474f3095e893db2c610ca55e5b96","WETHContract","94,380,092.415151292","-"
"0xafb9b1b3e78092e7777f6bf07a7b62e4c50e4b3712b1ec1cdcd3ea1389d6cfa2","19978534","1717022207","2024-05-29 22:36:47","0x182b62cd0bbc082e8f7eca0f2e1c5802c24d3317","WETHContract","8,890,003.150799643","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0x11c752381f1cdb6a5320a78fa6e04db7d85f1fbf4e9636d146c53ea9c645a6d4","19978534","1717022207","2024-05-29 22:36:47","0x9cd71850a7f491e5c46b2cddd11c811a17532dc9","WETHContract","83,444,790.118814209","-"
"0x1214fc3215a05874e9278bb4a8e0ef1e31902236dc9b806c50815fa99737d4dd","19978534","1717022207","2024-05-29 22:36:47","0x6c59c34ff103c3409fb0c6ffbad29e96cf295435","WETHContract","94,578,799.781152757","-"
"0xf916c1b4285e0c0e1d9cfb54ab1c4079cdfced1b019b6e99bc5b374859492f60","19978534","1717022207","2024-05-29 22:36:47","0x11712e2d0da1fc9ee8ba038a484abb3870adba20","WETHContract","94,574,048.936930375","-"
"0x37eaf5d62df47aaea070a6a4c02023f196ff27b664104cf438c50367b5d853be","19978534","1717022207","2024-05-29 22:36:47","0x7efcdce940c2da12f57cc340442f877ae162846e","WETHContract","94,575,922.838700226","-"
"0x4e784e95aac33f3eebb992c0bf263c86aaccba3090c55e2253a4c36a2902dd15","19978534","1717022207","2024-05-29 22:36:47","0xdb982e0f5a350c2dbdd400474b8b7eb6ddd265ec","WETHContract","94,584,421.746345896","-"
"0x620493f1dd91641d96e2d5a9d9871450d1dbafbd4033a221b0d66c3284577df8","19978534","1717022207","2024-05-29 22:36:47","0x07cf2df49f989974150ad00796c5c42bc70c151b","WETHContract","94,584,403.026707708","-"
"0x42f60dbbb4eb4cea7cb92187b811fe7c53a3effcdbdab81866c22b2d9587fd7c","19978534","1717022207","2024-05-29 22:36:47","0xf7f496d23a422dd05e5c53f7c35a7a540a4a966b","WETHContract","94,576,812.785716067","-"
"0xbc6acc7b5b68dfb51af591043c99b99f0934025dee6e6dec82d61bed8b2831ca","19978534","1717022207","2024-05-29 22:36:47","0x1725d59d72fd581b83056cbcb29b86804e462783","WETHContract","94,585,311.960895756","-"
"0x06af40bda203e894cbbd03bfec4b33dbda432a046af214af91698fe7087eedd2","19978534","1717022207","2024-05-29 22:36:47","0xed1fd01d1c5ccef53b1c3d6add17df07d1d8c192","WETHContract","94,591,918.468833281","-"
"0x3bd2d9bc4692f717df95f72c8d2d244c27fefdd48ddd7c6e7632763836a100cd","19978534","1717022207","2024-05-29 22:36:47","0xbbcb3e1e95692937364725364a766eaed2e102b9","WETHContract","94,582,435.216029303","-"
"0x2f98c57b78d733d834f22a35f483b145d2db7129e06002fc26c9f1f470c045e3","19978534","1717022207","2024-05-29 22:36:47","0x7d93d205eb2fd530f8b45a4ee16ca3d6f03bb719","WETHContract","94,591,881.228840988","-"
"0x1c6781c0ae196c8453541f7558bb4cc6f6079b4bdcd1c52acee410a74017cd3d","19978534","1717022207","2024-05-29 22:36:47","0x89f499d0def5a2287c78b4df81e895e4b751fa58","WETHContract","94,585,237.248816486","-"
"0x8c6cf573a96c11597e88e701ebbc27ae0f2bac60958a3e5a660f57d4b9ba69b1","19978534","1717022207","2024-05-29 22:36:47","0x0e215fb836c685b2d40e8a5852c8890d0dc0f0fb","WETHContract","94,592,790.510312233","-"
"0x369ddeb83162f370fee22b99853409c2f2612cc2828c18e9c3cf388d60d4aa34","19978534","1717022207","2024-05-29 22:36:47","0x041d7e007b6841b9e6d5e236e78b6c01ab66659a","WETHContract","94,588,039.427954287","-"
"0x56b458158854a9422bdd6c096602661a6b5416bca3290f493798aebac1972358","19978534","1717022207","2024-05-29 22:36:47","0x609ae2f33eeb3490e3d0312da8e45f6c136fcb0c","WETHContract","94,589,913.806382754","-"
"0xddf6e57a1e9dde797043c056b97bdebdfaefc73bf408c88a06595ac15cf29c4c","19978534","1717022207","2024-05-29 22:36:47","0x35505b5d816d0781b9e51b0d1297531ffc7ee793","WETHContract","94,597,467.381918218","-"
"0xdeda24185e4b4779f068cef90d58f8f02975539684744a5cebac5a80adf40e01","19978535","1717022219","2024-05-29 22:36:59","WETHContract","0x3381454380d24f6a9913af81e89ab91700aa0012","94,405,088.582867471","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x4cbb1af8a95f924453d599bc79b40f979666b734eeb7a25e28766826ebb5467d","19978535","1717022219","2024-05-29 22:36:59","0x193e75b60a4ca8bc842dc28604afc6c41afe972a","WETHContract","94,382,533.321155579","-"
"0x173bfbf4d97d22941f4e050edac6855b04a3753b8e0f5526cb7320ac3b9db9b4","19978535","1717022219","2024-05-29 22:36:59","0x3cbee8e831e02f7f4c86a411c5be32b0ca55a418","WETHContract","94,381,564.090996728","-"
"0xaf0d5897a14d305ec37177399174b6c379f7a074e4c091e789b60899c8a6ed51","19978535","1717022219","2024-05-29 22:36:59","0xd49433745ca221106e48f788f80904cc58554b92","WETHContract","94,378,701.710890657","-"
"0x14aa596205a55b1f8d3dc539eca618b5d9b2daf9ca8f33ad1f67753991eefee7","19978535","1717022219","2024-05-29 22:36:59","0x6057645f05a6ddca258d6e5e3c95de66395ea295","WETHContract","36,741,439.032296955","-"
"0x748b688e615fe1257d0b40c497714a377140c0b375a98404b156f94beea3574d","19978535","1717022219","2024-05-29 22:36:59","0xfaafc4f1edfff7a3050b37f85d42da2e47459760","WETHContract","36,459,036.567874908","-"
"0x8897ed2ebd92ebdb53cdca703830b81b0fc4038f9e747306137993a4017a6b17","19978535","1717022219","2024-05-29 22:36:59","0x7bca08c776a278f49cee431f66ec07013e53709c","WETHContract","85,126,557.119751571","-"
"0xa326d8f778723d19a46167867e20df640316a53599f42fd57df6a0669a53a269","19978535","1717022219","2024-05-29 22:36:59","0xec230a7dbc09c9715f2918c36d7f217e178ab4cd","WETHContract","86,382,630.633118472","-"
"0x581669cb3942cb1e1c79c1f82345cab8a16ce2a7be36d878b689a60a5acffcd0","19978535","1717022219","2024-05-29 22:36:59","0x7cd413ac07e790246abc8ff5cd3853b0b4705741","WETHContract","11,425,144.815721474","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0xbf5a859b4c5b348e4175a1f7114652891e8226c30906c65bd61737484269abf1","19978535","1717022219","2024-05-29 22:36:59","WETHContract","0xc2ddf32d667276b531e75b9bd874330c15595f88","80,552,259.118479364","Sigma Buy"
"0x85f75069ef35bb53deb3c8798aff74cf8a6ae560674d1fc3be007eeb02693c56","19978535","1717022219","2024-05-29 22:36:59","WETHContract","0x4fa066726e883c6f5ec21b9a26659ab5ae149cf7","39,938,214.8151138","Sigma Buy"
"0xa0952627a861c52f73c88e02cd7854868e401571e883bb85384e506435e8de06","19978535","1717022219","2024-05-29 22:36:59","0x77fc1b2f22156a02266c689361730c10ab97abab","WETHContract","35,605,659.373253845","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0x6e6e3a41689e63f3567368414aa8513917e588427f6cab26d3387cd710bcc9c3","19978535","1717022219","2024-05-29 22:36:59","WETHContract","0xb1c376e3b8c426d0ec6d2ad83e98aee3bac52f7a","58,145,282.603095103","Buy V2"
"0x1b0bf9db4952513805c858683ebbc6f079abd93d3fde9d42802a070fddbbe828","19978535","1717022219","2024-05-29 22:36:59","0xf0ae5456330a87f177e7f37389a10e434f460eb3","WETHContract","84,813,933.606829775","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0x2b91008fa897ff63d95e0b49adb64a15fdd4081a2b0880aed150f6185edd2f00","19978536","1717022231","2024-05-29 22:37:11","WETHContract","0x912e69e8737b54099abc140a4982ef9b5da07465","94,147,484.939127316","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xb89016184a1986e7006dc966f06e717edf13d8d60939889ca12da445ada68c81","19978536","1717022231","2024-05-29 22:37:11","WETHContract","0x3381454380d24f6a9913af81e89ab91700aa0012","92,916,211.921528877","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xc7a407fe1669dd9fd994be89cdd533a91eed2f75f412590cf65a2197a9a08d52","19978536","1717022231","2024-05-29 22:37:11","WETHContract","0xbdf59d84e393cc0728409144512d2cd62c3278f3","97,000,000","IUniswapV2Factory"
"0x9e828c499a86e54c4ddfa02c1715e4bf912ab929331a681eefb21fa5f27bf508","19978536","1717022231","2024-05-29 22:37:11","WETHContract","0x0a3026ddea0352352aeacfcbedc612e3319ebbf8","97,000,000","IUniswapV2Factory"
"0x639084330c332aaba2dace83e190ad98e99e76e07afd48645f1f4b0806f2ee0a","19978536","1717022231","2024-05-29 22:37:11","WETHContract","0xb899912e41a03c188cfef3b5027fd005c12d767c","89,213,620.866953398","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xde9b850ad34dee4c01d03d02f7a6bccf62428ed166a42f4ea6212e50660ff175","19978536","1717022231","2024-05-29 22:37:11","0x416205d2374549d849cb9f6a1b6a3fd8ba081e01","WETHContract","84,813,168.73355083","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0x419d67bf6f7c573ebbe7de1b59c94aa38aeca2a99f844c3994fac25aa8b29bf8","19978536","1717022231","2024-05-29 22:37:11","0x8a95d0efbb0052638fe7f30eeef621045ac2f5b2","WETHContract","21,592,390.431089157","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0x0b8d62cc01c4aab8044fff9fa69f33442c33f0005d43a3583db5f82dc1560d9e","19978536","1717022231","2024-05-29 22:37:11","WETHContract","0x64aaa3fe964c7be62f7b186ceb34dba1459b3245","7,658,055.741404588","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x8bd27622266d723f07af0ce497d721e773b32c285e05a9ff7563877741fc0067","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x912e69e8737b54099abc140a4982ef9b5da07465","76,120,514.672065152","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x3c32e8644403f766b1849034101b11b17e3b3f991bde4caeeee391c5fa0a09b8","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x7e246a00d7d1f07d28e93577731eb4aff422a295","95,295,969.196876054","Swap ETH For Exact Tokens"
"0xf5c4a3617d2814e957da0fba5d5d3e6a23d58848a429214dd19a9c8be07f95eb","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x87033ad96757ecd730aa1652b1a7dabcc5ffb182","94,635,477.08566096","IUniswapV2Factory"
"0x23c747c629a01d84e4493d18fe2975cabc25ab6e150923d304efe6d9cee574e1","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x74cc672c839e3602e0de53878235022da3b3799a","73,248,205.016900605","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x9f610409a868841289a707f4aa4a7a20a75a933c2d4c92adedbda4aa7100fba2","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0xb6380198d5d96d9a950714f9eff9ebf283307180","96,408,538.794169982","Sigma Buy"
"0x33fda6d40c561c8af6c4a14f773a4a827573b6bd41caea63611887e17cf9be7c","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0xcf1fa0ef06a779c85a9a65d9b6877bf46181c44d","97,000,000","IUniswapV2Factory"
"0xe35d4ad1493c000e46518a80cfe7c9b0c13d9858c058268f0f696a269d109e80","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0xca87711b4061bc5c61f7da6814256304b51275f9","97,000,000","IUniswapV2Factory"
"0x126c2aa766ef0c8aa5b000d56a670fcf3513737c9b869093f9803154fad1d668","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x3eb81b24f5c89fe0119998bb8772413d32fec77c","97,000,000","IUniswapV2Factory"
"0x0b410a44825d0a3b2ef94ebb774ba831483bbafd1dd0b328336fbfdc219357ff","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x1b4d19e1fe25c5b3b4d1b4c98b530f9895993164","97,000,000","IUniswapV2Factory"
"0x84247ad2dfc474b7863ee6985352bf337f293d7254ffdf1e803bc552ee57eca2","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x7c8bd5a28df5a2bd95b9c37604f95b32eb5fc41d","97,000,000","IUniswapV2Factory"
"0x3b7ac4e1ef5b6d03575c1e6cd49d44fbf08dbcfb69a784b87bd3ffa72cb61655","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x48252b99301b4f7e5f8fabba50ed848bf12bd9ce","97,000,000","IUniswapV2Factory"
"0x03b2aed841d1b381eb9371a905b680bea8573de1ef5d856552d8c4d53908a755","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0xd7f382c0b1631e81ac73d0abd5f6f37613d44ef9","97,000,000","IUniswapV2Factory"
"0x1d26ab32ea7860a69cbab2f9b2f1b6c14cace981974e6a4dab429a59cd669b3e","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x64b41e3e3b39d41ea43b8111bbc18d8d700fa023","97,000,000","IUniswapV2Factory"
"0x385c17a4d72e0283e430d44be9e1a16aefdcbd0575e2f5570e0302b182a705ba","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x061ed36d0d3c96e9a3e5811c76d1d10c8bc3b8b7","97,000,000","IUniswapV2Factory"
"0x96541ae21ddf7e2d79ef6926f1030665fd8a1b1bc3018a81b5719e96f9cb5800","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x33ace673d92fe4f580fb1b5fb39ea37301ebeafc","97,000,000","IUniswapV2Factory"
"0xccbc62e8668250abd1330e165f715314abc396adce1923ec2c96b4ea764dae8c","19978537","1717022243","2024-05-29 22:37:23","WETHContract","0x88cb54b5951498c2795b63d3b22d6ab1f7c8612d","30,859,432.894971331","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x33843c9e5cf7ee0ee2ce62a83413dd7ba4d063a8bf0d8d479c2332a344f57dcb","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x3381454380d24f6a9913af81e89ab91700aa0012","94,257,682.974039596","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x1db8c413304c28ce31dd6bbe6df12239ff86b4537dd16032f5e8c2e4363f405c","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x6c1bf34bcd446e459425439e206ff8cd3116f43d","60,346,488.566708343","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x310f1e7b2f75974bb7ee7f468aaa9020b49de1dab95fde9118085ce20064e706","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0xa746575b84b2262a90e12003b8e07132a372a651","97,000,000","IUniswapV2Factory"
"0x8282b686f138d32cc1f785a3a3e80aa726b8e4dde196d06cb3178018a5509657","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x0bb454c2d4e642a5c18f1b3db4d020ba202907df","97,000,000","IUniswapV2Factory"
"0xc1d07756f36569fab0cfbefc77384d8df691361980f81a9c963157a7978d4b0b","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x643d56a4503cf97a573dcbc52a76f80454492f92","97,000,000","IUniswapV2Factory"
"0x99dfb0fa884dcea15faf1360e53d14bb753b7387f0f5c2b3b6b26ee3e67f60e7","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x629a7795d35bf0fdc73bd8b5ba1db021a8fa7d84","97,000,000","IUniswapV2Factory"
"0xd7ff0c6d1d4f22c9d03e9d42768b7ac1b7b979bc0062ed98287c62c005839d68","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x8217583c8c8b084b045a4dc184070fe66049eaa7","97,000,000","IUniswapV2Factory"
"0xd337f3801b650fc6af16dd67dc5e28f070e7b47fcac8a83ccc75c0204f89ce22","19978538","1717022255","2024-05-29 22:37:35","WETHContract","0x6daf6493094fb741a0a03f0cb75a6634b504bead","84,888,075.161326814","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x85f90659fb9215964770cb162749008972e6fa741454304cf6e466da80cf9032","19978538","1717022255","2024-05-29 22:37:35","0xb1c376e3b8c426d0ec6d2ad83e98aee3bac52f7a","WETHContract","56,417,825.560143983","Sell V2"
"0x68071dd771e931c027efc7a6a8cb710b076fba678451dd5535a8807b49753945","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x912e69e8737b54099abc140a4982ef9b5da07465","84,457,386.992016225","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x9fc0a1a545f6e8ed00ed46229c87eef7c3134f5b94ae8321d5978f3144c4e5a4","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x0ba5f38d949be37b5af84a527c13e8d7095d8639","26,845,879.659249308","-"
"0xc789f1d0d2c4d20ecbe9469a12ea9bf0e0e92499757b566103fc49e68b38215a","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x123791770351ccfcc96a3dba2658fe4200a66584","53,594,705.281983046","IUniswapV2Factory"
"0x9609e9783f1561c509fc712de3c811855a1a860bdfc26e8a0ea69d2d0bd2ff74","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x94aa5849ed857f495a7bea1f493e2728c2c46ea2","53,106,578.972169653","IUniswapV2Factory"
"0x5cc41873d8317bdc40e4af9860a801022d7b2af9e59a851f586200717db5e1f8","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x2b60485396fdb4397115b374e9b8b74eb6fb7448","52,625,094.298196565","IUniswapV2Factory"
"0xf3d8f6354b6e905d52e401756573adb15db4c50e857db85f82883e3921bebef1","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x1c1cb9f364cbe40687413e4a76d7e7070a24e12d","52,150,131.283054764","IUniswapV2Factory"
"0xdea2a6c44aff1a54012c9081bf1073723d94de20ec1de394904db7462e8d9878","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0xc82d8dcc276978d888fc15f3060d4cc0b101f3af","51,681,572.647088075","IUniswapV2Factory"
"0x2a57b1569fe044b2df4bdeb0cd15b7f02573a27cef61e2388234aab87e3d6aff","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x52d9d02d9b46758494411bd672e84113916e3346","51,219,303.735540806","IUniswapV2Factory"
"0xb74aff16934aefcf11691de10250ac17a7e9712aed91ab4c09d6377ed65c8542","19978539","1717022267","2024-05-29 22:37:47","WETHContract","0x8a6e8097aa5a6e125433e3ddf9b48f55f2602af2","50,763,212.448365887","IUniswapV2Factory"
